file,label,true_green
data/streetview/green_089.png,green,0.2667
data/streetview/green_090.png,green,0.23
data/streetview/green_091.png,green,0.3546
data/streetview/green_092.png,green,0.3438
data/streetview/green_093.png,green,0.2126
data/streetview/green_094.png,green,0.2269
data/streetview/green_095.png,green,0.3384
data/streetview/green_096.png,green,0.3853
data/streetview/green_097.png,green,0.3093
data/streetview/green_098.png,green,0.1713
data/streetview/green_099.png,green,0.2166
data/streetview/green_100.png,green,0.3724
data/streetview/green_101.png,green,0.2212
data/streetview/green_102.png,green,0.2156
data/streetview/green_103.png,green,0.1777
data/streetview/green_104.png,green,0.374
data/streetview/green_105.png,green,0.2535
data/streetview/green_106.png,green,0.2888
data/streetview/green_107.png,green,0.2046
data/streetview/green_108.png,green,0.2704
data/streetview/green_109.png,green,0.3331
data/streetview/green_110.png,green,0.3643
data/streetview/green_111.png,green,0.2302
data/streetview/green_112.png,green,0.238
data/streetview/green_113.png,green,0.2419
data/streetview/green_114.png,green,0.2868
data/streetview/green_115.png,green,0.3419
data/streetview/green_116.png,green,0.3338
data/streetview/green_117.png,green,0.2293
data/streetview/green_118.png,green,0.3629
data/streetview/green_119.png,green,0.3139
data/streetview/formal_000.png,formal,0.0926
data/streetview/formal_001.png,formal,0.202
data/streetview/formal_002.png,formal,0.1939
data/streetview/formal_003.png,formal,0.0868
data/streetview/formal_004.png,formal,0.2048
data/streetview/formal_005.png,formal,0.0936
data/streetview/formal_006.png,formal,0.1329
data/streetview/formal_007.png,formal,0.1921
data/streetview/formal_008.png,formal,0.1298
data/streetview/formal_009.png,formal,0.1888
data/streetview/formal_010.png,formal,0.1038
data/streetview/formal_011.png,formal,0.2078
data/streetview/formal_012.png,formal,0.1378
data/streetview/formal_013.png,formal,0.0817
data/streetview/formal_014.png,formal,0.2023
data/streetview/formal_015.png,formal,0.1712
data/streetview/formal_016.png,formal,0.0972
data/streetview/formal_017.png,formal,0.1975
data/streetview/formal_018.png,formal,0.1017
data/streetview/formal_019.png,formal,0.1201
data/streetview/formal_020.png,formal,0.1399
data/streetview/formal_021.png,formal,0.1147
data/streetview/formal_022.png,formal,0.0869
data/streetview/formal_023.png,formal,0.0645
data/streetview/formal_024.png,formal,0.2064
data/streetview/formal_025.png,formal,0.1118
data/streetview/formal_026.png,formal,0.1506
data/streetview/formal_027.png,formal,0.1888
data/streetview/formal_028.png,formal,0.0877
data/streetview/formal_029.png,formal,0.2211
data/streetview/formal_030.png,formal,0.1928
data/streetview/formal_031.png,formal,0.1371
data/streetview/formal_032.png,formal,0.1785
data/streetview/formal_033.png,formal,0.0641
data/streetview/formal_034.png,formal,0.1418
data/streetview/formal_035.png,formal,0.1773
data/streetview/formal_036.png,formal,0.2068
data/streetview/formal_037.png,formal,0.1134
data/streetview/formal_038.png,formal,0.2222
data/streetview/formal_039.png,formal,0.1776
data/streetview/formal_040.png,formal,0.0739
data/streetview/formal_041.png,formal,0.2086
data/streetview/formal_042.png,formal,0.081
data/streetview/formal_043.png,formal,0.188
data/streetview/formal_044.png,formal,0.1522
data/streetview/formal_045.png,formal,0.1754
data/streetview/formal_046.png,formal,0.1838
data/streetview/formal_047.png,formal,0.1341
data/streetview/formal_048.png,formal,0.2219
data/streetview/formal_049.png,formal,0.1147
data/streetview/formal_050.png,formal,0.173
data/streetview/formal_051.png,formal,0.1411
data/streetview/formal_052.png,formal,0.1699
data/streetview/formal_053.png,formal,0.1652
data/streetview/formal_054.png,formal,0.1358
data/streetview/formal_055.png,formal,0.0909
data/streetview/formal_056.png,formal,0.0699
data/streetview/formal_057.png,formal,0.2048
data/streetview/formal_058.png,formal,0.2064
data/streetview/formal_059.png,formal,0.2019
data/streetview/formal_060.png,formal,0.2057
data/streetview/formal_061.png,formal,0.1163
data/streetview/formal_062.png,formal,0.1301
data/streetview/formal_063.png,formal,0.0981
data/streetview/formal_064.png,formal,0.0854
data/streetview/formal_065.png,formal,0.1539
data/streetview/formal_066.png,formal,0.1805
data/streetview/formal_067.png,formal,0.149
data/streetview/formal_068.png,formal,0.1029
data/streetview/formal_069.png,formal,0.0984
data/streetview/formal_070.png,formal,0.1194
data/streetview/formal_071.png,formal,0.1752
data/streetview/formal_072.png,formal,0.0679
data/streetview/formal_073.png,formal,0.1558
data/streetview/formal_074.png,formal,0.1753
data/streetview/formal_075.png,formal,0.1757
data/streetview/formal_076.png,formal,0.2023
data/streetview/formal_077.png,formal,0.1479
data/streetview/formal_078.png,formal,0.1295
data/streetview/formal_079.png,formal,0.0895
data/streetview/formal_080.png,formal,0.1154
data/streetview/formal_081.png,formal,0.1641
data/streetview/formal_082.png,formal,0.1942
data/streetview/formal_083.png,formal,0.1049
data/streetview/formal_084.png,formal,0.1397
data/streetview/formal_085.png,formal,0.1395
data/streetview/formal_086.png,formal,0.1819
data/streetview/formal_087.png,formal,0.1588
data/streetview/formal_088.png,formal,0.1008
data/streetview/formal_089.png,formal,0.0824
data/streetview/formal_090.png,formal,0.1353
data/streetview/formal_091.png,formal,0.1187
data/streetview/formal_092.png,formal,0.2159
data/streetview/formal_093.png,formal,0.1086
data/streetview/formal_094.png,formal,0.0772
data/streetview/formal_095.png,formal,0.2032
data/streetview/formal_096.png,formal,0.0765
data/streetview/formal_097.png,formal,0.1934
data/streetview/formal_098.png,formal,0.1741
data/streetview/formal_099.png,formal,0.1627
data/streetview/formal_100.png,formal,0.1703
data/streetview/formal_101.png,formal,0.1832
data/streetview/formal_102.png,formal,0.1683
data/streetview/formal_103.png,formal,0.1669
data/streetview/formal_104.png,formal,0.0818
data/streetview/formal_105.png,formal,0.1129
data/streetview/formal_106.png,formal,0.2296
data/streetview/formal_107.png,formal,0.1949
data/streetview/formal_108.png,formal,0.1566
data/streetview/formal_109.png,formal,0.0645
data/streetview/formal_110.png,formal,0.1565
data/streetview/formal_111.png,formal,0.1794
data/streetview/formal_112.png,formal,0.1244
data/streetview/formal_113.png,formal,0.11
data/streetview/formal_114.png,formal,0.1642
data/streetview/formal_115.png,formal,0.1877
data/streetview/formal_116.png,formal,0.2162
data/streetview/formal_117.png,formal,0.069
data/streetview/formal_118.png,formal,0.1749
data/streetview/formal_119.png,formal,0.0851
data/streetview/informal_000.png,informal,0.0372
data/streetview/informal_001.png,informal,0.0825
data/streetview/informal_002.png,informal,0.1252
data/streetview/informal_003.png,informal,0.0521
data/streetview/informal_004.png,informal,0.0543
data/streetview/informal_005.png,informal,0.1155
data/streetview/informal_006.png,informal,0.0533
data/streetview/informal_007.png,informal,0.0378
data/streetview/informal_008.png,informal,0.0564
data/streetview/informal_009.png,informal,0.1096
data/streetview/informal_010.png,informal,0.092
data/streetview/informal_011.png,informal,0.0767
data/streetview/informal_012.png,informal,0.1061
data/streetview/informal_013.png,informal,0.1343
data/streetview/informal_014.png,informal,0.0872
data/streetview/informal_015.png,informal,0.058
data/streetview/informal_016.png,informal,0.1133
data/streetview/informal_017.png,informal,0.0345
data/streetview/informal_018.png,informal,0.0596
data/streetview/informal_019.png,informal,0.1362
data/streetview/informal_020.png,informal,0.066
data/streetview/informal_021.png,informal,0.1361
data/streetview/informal_022.png,informal,0.0856
data/streetview/informal_023.png,informal,0.0455
data/streetview/informal_024.png,informal,0.0718
data/streetview/informal_025.png,informal,0.0273
data/streetview/informal_026.png,informal,0.1357
data/streetview/informal_027.png,informal,0.1413
data/streetview/informal_028.png,informal,0.1086
data/streetview/informal_029.png,informal,0.0473
data/streetview/informal_030.png,informal,0.0411
data/streetview/informal_031.png,informal,0.0942
data/streetview/informal_032.png,informal,0.0569
data/streetview/informal_033.png,informal,0.0283
data/streetview/informal_034.png,informal,0.0933
data/streetview/informal_035.png,informal,0.1057
data/streetview/informal_036.png,informal,0.114
data/streetview/informal_037.png,informal,0.1365
data/streetview/informal_038.png,informal,0.1382
data/streetview/informal_039.png,informal,0.0345
data/streetview/informal_040.png,informal,0.067
data/streetview/informal_041.png,informal,0.0884
data/streetview/informal_042.png,informal,0.0515
data/streetview/informal_043.png,informal,0.0876
data/streetview/informal_044.png,informal,0.072
data/streetview/informal_045.png,informal,0.0564
data/streetview/informal_046.png,informal,0.0602
data/streetview/informal_047.png,informal,0.0531
data/streetview/informal_048.png,informal,0.1187
data/streetview/informal_049.png,informal,0.0568
data/streetview/informal_050.png,informal,0.1161
data/streetview/informal_051.png,informal,0.1288
data/streetview/informal_052.png,informal,0.0385
data/streetview/informal_053.png,informal,0.0793
data/streetview/informal_054.png,informal,0.0823
data/streetview/informal_055.png,informal,0.1352
data/streetview/informal_056.png,informal,0.0557
data/streetview/informal_057.png,informal,0.0514
data/streetview/informal_058.png,informal,0.1282
data/streetview/informal_059.png,informal,0.0452
data/streetview/informal_060.png,informal,0.1472
data/streetview/informal_061.png,informal,0.036
data/streetview/informal_062.png,informal,0.0447
data/streetview/informal_063.png,informal,0.1363
data/streetview/informal_064.png,informal,0.046
data/streetview/informal_065.png,informal,0.1289
data/streetview/informal_066.png,informal,0.144
data/streetview/informal_067.png,informal,0.0513
data/streetview/informal_068.png,informal,0.035
data/streetview/informal_069.png,informal,0.1281
data/streetview/informal_070.png,informal,0.0992
data/streetview/informal_071.png,informal,0.1267
data/streetview/informal_072.png,informal,0.1451
data/streetview/informal_073.png,informal,0.072
data/streetview/informal_074.png,informal,0.1399
data/streetview/informal_075.png,informal,0.1237
data/streetview/informal_076.png,informal,0.0644
data/streetview/informal_077.png,informal,0.1074
data/streetview/informal_078.png,informal,0.0922
data/streetview/informal_079.png,informal,0.0792
data/streetview/informal_080.png,informal,0.0912
data/streetview/informal_081.png,informal,0.0633
data/streetview/informal_082.png,informal,0.1155
data/streetview/informal_083.png,informal,0.1091
data/streetview/informal_084.png,informal,0.0424
data/streetview/informal_085.png,informal,0.0473
data/streetview/informal_086.png,informal,0.0776
data/streetview/informal_087.png,informal,0.0399
data/streetview/informal_088.png,informal,0.0375
data/streetview/informal_089.png,informal,0.0779
data/streetview/informal_090.png,informal,0.0506
data/streetview/informal_091.png,informal,0.04
data/streetview/informal_092.png,informal,0.0316
data/streetview/informal_093.png,informal,0.0955
data/streetview/informal_094.png,informal,0.0692
data/streetview/informal_095.png,informal,0.0267
data/streetview/informal_096.png,informal,0.0616
data/streetview/informal_097.png,informal,0.0823
data/streetview/informal_098.png,informal,0.0934
data/streetview/informal_099.png,informal,0.0983
data/streetview/informal_100.png,informal,0.134
data/streetview/informal_101.png,informal,0.1092
data/streetview/informal_102.png,informal,0.136
data/streetview/informal_103.png,informal,0.1011
data/streetview/informal_104.png,informal,0.1456
data/streetview/informal_105.png,informal,0.0776
data/streetview/informal_106.png,informal,0.0355
data/streetview/informal_107.png,informal,0.0888
data/streetview/informal_108.png,informal,0.0878
data/streetview/informal_109.png,informal,0.1158
data/streetview/informal_110.png,informal,0.062
data/streetview/informal_111.png,informal,0.0646
data/streetview/informal_112.png,informal,0.1046
data/streetview/informal_113.png,informal,0.0974
data/streetview/informal_114.png,informal,0.1036
data/streetview/informal_115.png,informal,0.0336
data/streetview/informal_116.png,informal,0.0861
data/streetview/informal_117.png,informal,0.1016
data/streetview/informal_118.png,informal,0.0482
data/streetview/informal_119.png,informal,0.1159
